124.942682975444,-129.459671305541,128.826043061346,-132.721693777699
119.50597885518,-135.051709829241,123.07867013421,-138.624401108271
116.399290786458,-139.090404318579,119.816647662052,-142.041757983865
112.981933910863,-140.954417159813,115.933287576149,-144.837777245715
110.496583455886,-141.420420370121,110.807252262758,-146.23578687664
108.477236211216,-140.799082756377,107.5452297906,-145.769783666332
106.457888966547,-136.605053863602,102.72986328408,-140.799082756377
105.52588254593,-128.68299928836,101.642522460027,-130.547012129593
105.370548142494,-120.760944713119,100.865850442847,-119.828938292502
106.613223369983,-114.236899768802,100.865850442847,-112.372886927569
106.923892176855,-106.159510790124,101.797856863464,-104.7615011592
110.341249052449,-99.4801314423718,105.52588254593,-97.4607841977024
112.515930700555,-93.4220897083636,108.787905018088,-90.9367392533859
115.933287576149,-87.5193823777915,110.807252262758,-83.946691098761
118.263303627691,-80.6846686266027,114.535277945224,-77.2673117510084
122.612666923902,-75.5586333132112,119.195310048308,-71.5199388238724
131.000724709452,-67.7919131414058,125.253351782316,-63.7532186520669
137.369435250332,-61.5785370039614,132.554068743813,-56.4525016905699
143.582811387777,-54.4331544459005,140.165454512182,-50.86046316687
148.398177894296,-47.1324374844034,144.670152211829,-43.715080608809
151.504865963018,-40.9190613469591,148.553512297732,-38.5890452954174
159.116251731387,-32.9970067717175,156.63090127641,-29.7349842995593
163.776283834471,-26.7836306342732,161.135598976057,-23.9876113724232
169.057653551298,-21.0362577071372,166.106299886012,-18.3955728487234
172.475010426893,-17.4635664281067,170.300328778787,-15.4442191834373
177.135042529976,-15.2888847800012,177.290376933412,-11.7161935009707
181.173737019315,-17.4635664281067,183.969756281165,-13.4248719387679
183.34841866742,-20.1042512865206,187.231778753323,-18.0849040418512
182.727081053676,-23.3662737586788,186.299772332706,-24.7642833896038
180.397065002134,-26.472961827401,183.037749860548,-29.2689810892509
175.271029688743,-31.5989971407926,178.999055371209,-35.7930260335675
171.543004006276,-35.7930260335675,174.649692074998,-39.9870549263424
166.572303096321,-41.8510677675757,169.212987954734,-45.5790934500423
162.99961181729,-47.9091095015839,166.106299886012,-51.1711319737422
162.067605396673,-56.9185049008782,168.746984744426,-56.9185049008782
163.620949431035,-63.2872154417586,166.572303096321,-65.1512282829919
160.20359255544,-68.2579163517141,163.310280624162,-70.7432668066918
155.232891645485,-71.9859420341807,158.184245310771,-75.8693021200834
150.572859542401,-75.5586333132112,153.679547611124,-79.59732780255
145.912827439318,-78.8206557853695,149.01951550804,-82.0826782575277
144.980821018702,-86.1213727468665,149.330184314913,-87.2087135709193
146.378830649627,-90.4707360430776,150.417525138965,-91.7134112705664
144.670152211829,-94.043427322108,148.553512297732,-96.9947809873941
142.184801756852,-101.188809880169,145.136155422138,-103.518825931711
139.233448091566,-106.004176386688,142.340136160288,-108.800195648538
136.903432040024,-111.90688371726,140.942126529363,-114.236899768802
132.554068743813,-117.188253434088,137.524769653768,-119.828938292502
128.67070865791,-121.848285537171,134.26274718161,-124.488970395585
126.962030220113,-126.974320850563,132.243399936941,-129.459671305541
